1.5	1283 664 380 1294 1110 1283 2015	419 620 380 1294 385 419 313
3.3	419 1179 380 1658 1642 1611 1861 1070 234 157	1642 157 380 999 1611 1669 1861 1663 1283 1179
4.5	1283 1024 380 1918 1690 1642 157 175	1283 1024 380 1918 1690 1642 157
2.6	1096 380 989 1024 1918 1690 1642 157	1642 157 380 999 1611 1669 1861 1663 1283 1179
3.5	1642 157 380 999 1668 555 1663 1283 1179	1283 1024 380 1918 1690 1642 157
4.7	1283 620 385 1467 913 380 1302 1171 1283 749 1110 1124 760 1826	1283 620 385 1467 913 380 1302 1171 1283 749 1110 1283 252
3.9	1283 620 385 1467 913 380 1302 1171 1283 749 1110 1283 252	419 913 1497 1302 1171 1283 620 820 1283 749 1110 1283 252
5.0	785 700 380 1302 1171 1283 749 1110 1124 760 1826	785 700 380 2251 1110 1283 749 1110 1124 760 1826
4.1	1283 700 380 69 1283 749 1226 1124 760 1826	785 700 380 1302 1171 1283 749 1110 1124 760 1826
3.2	1283 700 380 69 1283 749 1226 1124 760 1826	1283 620 385 1467 913 380 1302 1171 1283 749 1110 1283 252
3.0	785 700 380 1302 1171 1283 749 1110 1124 760 1826	1283 620 385 1467 913 380 737 1302 1171 1283 749 1110 1283 252
3.1	785 700 380 1302 1171 1283 749 1110 1124 760 1826	419 913 1497 1302 1171 1283 620 820 1283 749 1110 1283 252
4.8	1431 1497 999 1119 900 385 1283 970 1663 1283 1601	1283 1601 380 1119 1808 1431 385 1283 970
2.6	1283 1601 380 1119 1808 1431 385 1283 970	1283 1601 380 1095 1431 1821 1283 970
5.0	1283 1179 380 475 1237 1431 385 1283 970 820 1022 1283 26 2261 1070 2072	785 1179 380 475 1237 1431 385 419 970 820 1022 1283 26 2261 1070 2072
4.0	1283 1179 380 475 1237 1431 385 1283 970 820 1022 1283 26 2261 1070 2072	1096 380 989 1179 475 1237 1431 385 1283 970 820 1022 1283 26 2261 1070 2072
3.2	1283 1179 380 475 419 700 808 380 1254 1237 1431 385 419 970 1022 1283 2072 26	1283 1179 380 475 1237 1431 385 1283 970 820 1022 1283 26 2261 1070 2072
4.2	1283 1601 380 1119 1808 1431 385 1283 970	785 1179 380 475 1237 1431 385 419 970 820 1022 1283 26 2261 1070 2072
3.0	1283 1601 380 1119 1808 1431 385 1283 970	1096 380 989 1179 475 1237 1431 385 1283 970 820 1022 1283 26 2261 1070 2072
4.3	1283 1179 380 475 1237 1431 385 1283 970 820 1022 1283 26 2261 1070 2072	1431 1497 999 1119 900 385 1283 970 1663 1283 1601
3.3	1283 1179 380 475 1237 1431 385 1283 970 820 1022 1283 26 2261 1070 2072	1283 1217 1601 380 1807 419 26 385 419 970 374 419 1431
4.6	1283 1179 380 475 1237 1431 385 1283 970 820 1022 1283 26 2261 1070 2072	1283 1601 380 1119 1808 1431 385 1283 970
4.8	1124 119 380 999 969 1663 419 700	419 700 380 12 1124 119
3.2	419 1460 380 12 1283 151 1171 419 700	419 700 380 12 1124 119
4.7	1283 802 662 380 999 979 1663 419 700	1283 1601 380 176 419 802 662
3.5	1096 380 989 802 662 999 979 1663 419 700	1283 802 662 380 999 979 1663 419 700
1.1	419 700 380 12 1124 119	1283 1601 380 176 419 802 662
1.4	1283 802 662 380 999 979 1663 419 700	1124 119 380 999 969 1663 419 700
1.0	419 700 380 1700 1124 119	1283 802 662 380 999 979 1663 419 700
1.2	419 700 380 12 1124 119	1283 802 662 380 999 979 1663 419 700
3.8	1096 380 989 1565 999 68 1663 1283 700	1283 1565 380 999 68 1663 1283 700
3.3	1283 700 380 999 357 1663 1283 72	1283 1565 380 999 68 1663 1283 700
4.3	1283 700 380 1723 987 419 1863 1110 1283 115	1283 700 380 987 419 1863 1110 1283 115
3.2	1283 700 380 1095 1283 1863 1821 1283 115	1283 700 380 987 419 1863 1110 1283 115
1.1	1283 1565 380 999 68 1663 1283 700	1283 700 380 1723 987 419 1863 1110 1283 115
1.0	1283 1565 380 999 68 1663 1283 700	1283 700 380 1658 1283 1863 78 1663 1283 115
1.2	1283 700 380 987 419 1863 1110 1283 115	1283 700 380 999 357 1663 1283 72
1.3	1283 1565 380 999 68 1663 1283 700	1283 700 380 987 419 1863 1110 1283 115
3.4	419 664 380 294 1200 1821 1283 1648	419 664 380 737 294 1200 1821 1283 1648
4.8	1642 1200 380 999 2000 1529 1663 1283 664	419 664 380 2000 1763 1200
3.7	1096 380 989 664 2000 1763 1200	419 664 380 2000 1763 1200
3.3	419 664 380 2000 1763 1200	1763 1200 1750 1283 664 545 262
2.6	419 664 380 294 1200 1821 1283 1648	1096 380 989 664 2000 1763 1200
3.4	1763 1200 1750 1283 664 545 262	419 664 380 294 1200 1821 1283 1648
4.1	419 664 380 294 1283 1977 1163 1207 1070 1200	419 664 380 2000 1763 1200
4.3	419 664 380 737 294 1200 1821 1283 1648	419 664 380 2000 1763 1200
3.7	419 664 380 2000 1763 1200	1283 822 1070 1200 1307 380 999 794 1171 419 664
3.0	1283 1840 380 1294 1110 1283 256	1283 1190 620 380 708 1283 256
5.0	1283 1179 380 1885 1283 1114	1283 1114 380 999 1513 1663 1283 1179
5.0	419 700 380 987 1642 159	419 700 380 987 159
3.6	419 700 380 1658 1114 75	419 700 380 987 159
2.5	1283 1179 380 1885 1283 1114	419 700 380 1658 1114 75
3.5	419 700 380 987 159	1283 1114 380 999 1513 1663 1283 1179
3.4	419 700 380 987 159	1096 380 989 1179 1885 1283 1114
3.4	419 700 380 987 159	1283 1179 380 1885 1283 1114
3.4	1283 700 380 2087 1504 1070 1283 2171	1283 700 380 1842 1690 419 1504 1070 1283 2171
3.5	419 700 380 540 1690 419 1826 820 2087 858 1504 1126 419 121	419 700 380 1759 309 419 1826 820 1127 309 1821 419 121
3.6	1283 1179 380 737 2054 1110 1283 115	1283 1179 380 2010 1110 1283 115
4.8	1283 1179 380 1022 1283 115 2261 469 2010	1283 1179 380 1022 1283 2010 115
4.1	1283 1179 380 1022 1283 2010 115	1096 380 989 1179 1022 1283 2010 115
3.2	1283 1179 380 2010 1110 1283 115	1096 380 989 1179 1022 1283 2010 115
5.0	1283 1179 380 1022 1283 2010 115	1283 1179 380 2010 1110 1283 115
5.0	1124 1293 380 999 376 1669 1283 970 1663 1283 1179	1283 1179 380 2014 1124 1293 1669 1283 970
3.8	1283 1179 380 2014 1124 1293 1669 1283 970	1096 380 989 1179 2014 1124 1293 1669 1283 970
3.3	419 1179 380 2014 1237 1431 1669 1283 552 970	419 1179 380 737 2014 1237 1431 1669 1283 552 970
4.5	419 1179 380 2014 1237 1431 1669 1283 970 2261 1070 552	1283 1179 380 2014 1124 1293 1669 1283 970
3.8	419 1179 380 2014 1237 1431 1669 1283 552 970	1096 380 989 1179 2014 1124 1293 1669 1283 970
3.0	419 1179 380 2014 1237 1431 1669 1283 552 970	1283 1179 380 1674 1283 970 1110 1283 2176 374 1124 1293
4.3	419 1179 380 2014 1237 1431 1669 1283 552 970	1283 1179 380 2014 1124 1293 1669 1283 970
3.6	1283 1825 56 1497 2046 2250	1283 1825 56 1497 1294 2250
4.9	461 1497 1294 2250	1642 461 1497 1294 2250
4.4	1283 1825 56 1497 181 1294 2250	461 1497 1294 2250
3.2	1283 700 380 1759 408 1065 1642 156 75	1283 700 380 1095 419 408 1821 1642 75 1070 156
3.4	1283 700 380 2256 593 1065 395 78 820 683 690 1070 156	1096 380 989 700 2256 593 1065 395 78 820 683 690 1070 156
3.5	1283 700 380 1759 408 1065 1642 156 75	1283 1601 380 2256 593 1065 395 78 820 683 690 1070 156
4.3	1283 700 380 1759 408 1065 1642 75 1070 156	1283 700 380 2256 593 1065 395 78 820 683 690 1070 156
2.9	1283 700 380 2256 593 1065 395 78 820 683 690 1070 156	1283 700 380 1095 419 408 1821 1642 75 1070 156
4.8	1237 64 1497 1294 385 1283 2237 1146 1110 1283 130 1218 564 495	1237 64 1497 1294 385 1283 2237 1146 1110 1283 564 495 808 380 130
4.1	1237 64 1497 1294 385 1283 2237 1146 1110 1283 130 1218 564 495	1237 64 1497 2087 1939 1283 130 1218 564 495 1821 1283 2237 1146
5.0	1124 1242 564 380 999 1263 1663 1237 64 385 1283 1146	1237 64 1497 1797 1124 1242 564 385 1283 1146
3.2	1237 64 1497 1797 1124 1242 564 385 1283 1146	1237 64 1497 1797 1195 1283 564 385 1124 1242 1146
4.1	1237 64 1497 1294 385 1283 2237 1146 1110 1283 130 1218 564 495	1124 1242 564 380 999 1263 1663 1237 64 385 1283 1146
4.0	1237 64 1497 1294 385 1283 2237 1146 1110 1283 130 1218 564 495	1237 64 1497 1797 1195 1283 564 385 1124 1242 1146
4.2	1237 64 1497 1797 1124 1242 564 385 1283 1146	1237 64 1497 2087 1939 1283 130 1218 564 495 1821 1283 2237 1146
3.9	1237 1010 1497 531 385 1283 130 1218 2237 1146 374 1642 1294 64	1237 64 1497 1797 1124 1242 564 385 1283 1146
4.8	1308 380 606 2150 419 1376	1308 380 606 2150 1283 1376
2.9	1308 380 606 2150 1283 1376	1283 1376 380 606 1065 1308
4.3	419 700 380 1519 1257 2150 1070 1283 1376	419 700 380 999 1257 2150 1070 1283 1376
3.9	419 700 380 999 1257 2150 1070 1283 1376	1308 380 606 2150 419 1376
4.6	1283 1179 380 366 1093 46 1345	1283 1179 380 366 1093 46
4.2	1283 1179 380 366 1093 46 1065 1283 2184	1283 1179 380 366 1093 46 1065 1283 2099
4.4	1283 1179 380 366 1093 46 1065 1283 2099	1283 1179 380 366 1093 46 1345
3.8	1096 380 989 1179 366 1093 46	1283 1179 380 366 1093 46 1065 1283 2099
4.7	1283 1179 380 366 1093 46 1065 1283 2099	1283 1179 380 366 1093 46
4.9	1283 256 380 1797 1283 1879 1669 1283 404 2065	1283 256 380 1797 1283 1879 1669 1283 2065 1070 404
3.5	1283 256 380 1797 1283 1879 1669 1283 404 2065	1283 256 380 1864 1283 1879 1939 1070 1283 404 2065
3.7	419 256 380 737 1369 419 620 1669 419 612	419 256 380 1369 1283 620 1669 419 612
2.9	1283 620 380 1369 1283 256 1110 1283 993 1070 612	419 256 380 1369 1283 620 1669 419 612
4.0	1283 256 380 1797 1283 1879 1669 1283 404 2065	1283 620 380 999 1257 1669 419 612 1663 419 256
2.1	1283 256 380 1797 1283 1879 1669 1283 404 2065	1283 620 380 1369 1283 256 1110 1283 993 1070 612
3.9	1283 256 380 1797 1283 1879 1669 1283 2065 1070 404	419 256 380 1369 1283 620 1669 419 612
4.0	1096 380 989 700 1658 1283 970 1070 216	1283 700 380 1658 1283 970 1070 216
4.8	1283 700 380 1658 1283 970 1070 216	216 380 999 1434 1663 419 700
4.0	1096 380 989 700 1658 216	1283 700 380 1658 1283 970 1070 216
4.7	1283 700 380 2000 1658 1283 970 1070 216	419 700 380 1658 216
3.7	419 700 380 1658 216	1096 380 989 700 1658 1283 970 1070 216
2.6	419 1601 380 1294 419 1432	1283 700 380 1294 419 921
3.1	1283 700 380 1294 419 921	419 700 385 737 1294 419 1432
2.5	1283 700 380 1671 419 921	419 700 380 1294 419 1432
2.9	419 700 380 1294 419 1432	1283 700 380 1294 419 921
4.5	419 1179 380 433 269 1171 419 157 2107	419 1179 380 433 269 1171 419 157
3.9	419 1179 380 433 269 1171 419 157	1283 1179 380 433 1811 1171 1642 157
3.3	1283 256 380 1955 1283 666	1283 256 380 1539 1283 666
4.3	1283 256 380 2080 1283 666 1070 1311	1283 256 380 2080 1283 631 1070 1311
3.4	1283 256 380 1955 1283 666	1283 256 380 2080 1283 631 1070 1311
3.3	1283 256 380 2080 1283 666 1070 1311	1283 256 380 1955 1283 666
4.9	1283 664 380 1294 1110 1283 283	785 664 380 1294 1110 1283 283
3.7	1283 664 380 1294 1110 1283 283	419 664 380 737 1294 1110 1283 283
5.0	785 664 380 1294 1110 1283 283	419 664 380 1294 1110 1283 283
3.4	419 664 380 1294 1110 1283 283	1096 380 989 664 1294 1110 1283 283
4.8	419 620 380 1294 1283 921	1283 620 380 1294 1283 921
4.5	419 620 380 1294 1283 921	1283 411 380 1294 1283 921
4.8	1283 620 380 1294 1283 921	1283 411 380 1294 1283 921
4.5	419 1179 380 2288 338	419 1179 380 2288
4.1	419 1179 380 2288	419 1179 380 737 2288
3.4	1283 1179 380 1717 1065 1283 2171	419 1179 380 2288 338
3.6	1283 1179 380 1717 1065 1283 2171	419 1179 380 737 2288
3.5	419 1179 380 2288	1283 1179 380 2046 419 2171
3.6	419 1179 380 2288	1283 1179 380 1717 1065 1283 2171
4.9	1308 380 2154 419 1715 1070 1283 1826 331 1283 218	1308 380 2154 1283 1826 1715 331 1283 218
3.3	1308 380 2154 1283 1826 1715 331 1283 218	1096 380 989 785 2154 1283 1826 1715 331 1283 218
4.1	1308 380 1888 1283 1826 1715 1110 2283 627	1308 380 2154 1283 1826 1715 331 1283 218
3.1	419 700 380 2137 1283 218 1110 1283 1826	419 1826 700 380 1888 1283 305 1171 419 2095
3.5	1308 380 2154 1283 1826 1715 331 1283 218	1283 1826 380 999 1822 196 419 218 1663 419 700
3.6	1308 380 2154 1283 1826 1715 331 1283 218	419 700 380 737 2137 1283 218 1110 1283 1826
2.3	419 1826 700 380 1888 1283 305 1171 419 2095	1308 380 2154 1283 1826 1715 331 1283 218
4.5	1308 380 2154 419 1715 1070 1283 1826 331 1283 218	419 700 380 2137 1283 218 1110 1283 1826
4.2	1096 380 989 785 2154 1283 1826 1715 331 1283 218	419 700 380 2137 1283 218 1110 1283 1826
4.8	1283 1601 380 987 1124 2187	1283 1601 380 1918 1124 2187
3.6	1283 1601 380 1658 1283 1611 2187	1283 1601 380 1918 1124 2187
4.0	1096 380 989 1601 1918 1124 2187	1283 1601 380 1918 1124 2187
3.4	1283 1601 380 1918 1124 2187	1283 1601 380 1658 1283 1611 2187
3.5	1283 1601 380 57 1690 1124 2187	1283 1601 380 1918 1124 2187
3.2	1283 1601 374 1124 2187 440 1283 1611	1283 1601 380 1918 1124 2187
4.1	419 1940 1024 380 1918 1283 1863 1669 1850 1861	419 1940 1024 380 737 1918 1283 1863 1669 1850 1861
3.1	1283 1850 1024 380 1915 555 1940 1863 721	419 1940 1024 380 1918 1283 1863 1669 1850 1861
4.0	419 1940 1024 380 1918 1283 1863 1669 1861 808 1497 1850	1283 1179 380 987 1283 1863
2.7	419 1940 1024 380 737 1918 1283 1863 1669 1850 1861	1283 1179 380 987 1283 1863
2.4	1096 380 989 1179 987 1283 1863	419 1940 1024 380 1918 1283 1863 1669 1850 1861
3.0	1283 700 380 2101 1283 2294 1070 2295 779 1669 1283 934 1070 1307	1283 700 380 2101 1283 934 1070 779 1307 1669 1283 2295 2294
3.4	419 1024 380 433 779 1171 419 1307	419 1179 380 1095 779 1821 419 1307
2.6	1283 700 380 2101 1283 2294 1070 2295 779 1669 1283 934 1070 1307	419 1179 380 433 779 1171 419 1307
2.6	1283 700 380 2101 1283 2294 1070 2295 779 1669 1283 934 1070 1307	419 1179 380 1095 779 1821 419 1307
3.6	1283 1601 380 1081 1642 177 1110 1283 1004 746	1283 1601 380 1948 1642 177 1110 1283 1004 746
3.3	1283 1601 1663 1642 177 380 2218 1065 1283 1081 746	1283 1601 380 1081 1642 177 1110 1283 1004 746
4.5	419 713 1601 380 540 1550 1171 419 177	419 1601 380 540 1550 1171 419 177
3.9	1096 380 989 1601 540 1550 1171 419 177	1283 1601 380 1081 1642 177 1110 1283 1004 746
3.1	419 1601 380 540 1550 1171 419 177	1283 1601 380 1948 1642 177 1110 1283 1004 746
4.9	1283 700 380 1294 419 921	785 700 380 1294 419 921
3.4	1283 700 380 1294 419 921	1096 380 989 700 1294 419 921
4.1	419 700 380 1294 1124 165 921	785 700 380 1294 419 921
4.2	419 700 380 1294 1124 165 921	1096 380 989 700 1294 419 921
4.7	1283 1601 380 1918 1124 2187 1669 1861	1283 1601 380 1841 1124 2187
3.2	1283 1863 380 999 78 1669 1861 1663 1283 1601	1283 1601 380 1918 1124 2187 1669 1861
2.9	1283 1601 380 987 1283 1863 1669 1861	1283 1601 380 1841 1124 2187
4.2	419 700 380 987 1283 1114	419 1601 380 1778 987 1283 1114
3.7	419 700 380 45 75 1070 1114	419 700 380 987 1283 1114
4.6	419 700 380 987 1283 1114	419 1601 380 987 419 1114
5.0	1309 380 1918 1283 1890	1308 380 1918 1283 1890
3.7	419 1179 380 541 1283 1526 1890	419 1024 380 987 1283 1890
4.5	419 1179 380 987 1283 1890	1308 380 1918 1283 1890
3.2	1283 700 380 1595 1283 1163	1283 700 380 1476 1642 1163
3.3	419 1179 380 737 987 1124 2187 1110 1283 1054	419 1179 380 987 1124 2187 1110 1283 1054
1.4	1283 700 380 1595 1283 1163	419 1179 380 987 1124 2187 1110 1283 1054
2.2	419 1179 380 987 1124 2187 1110 1283 1054	1283 700 380 1476 1642 1163
4.9	1642 738 1497 1478 385 1283 1770	738 1497 1478 385 1283 1770
3.8	1642 738 1497 1478 385 1283 1770	419 738 1497 1203 1017 1283 1142
3.8	419 738 1497 1203 1017 1283 1142	738 1497 737 2087 1392 385 419 1770
4.1	1283 700 380 1203	1283 700 380 981
3.4	1096 380 989 700 981 497 419 1078	1283 700 380 981 497 419 1078
3.6	1283 700 380 981	1096 380 989 700 981 497 419 1078
1.8	1283 700 380 1597	1283 700 380 1294 419 138 1110 1467 1034
4.6	419 700 380 2248 1294 419 2044 1110 1467 1034	419 700 380 1294 419 2044 1110 1467 1034
4.7	419 700 380 2248 1294 419 2044 1110 1467 1034	1283 700 380 1294 419 138 1110 1467 1034
2.9	1096 380 989 700 1294 419 2044 1110 1467 1034	1283 700 380 1294 419 138 1110 1467 1034
4.5	419 700 380 1294 419 2044 1110 1467 1034	1283 700 380 1294 419 138 1110 1467 1034
3.5	1283 1840 473 380 1582 1124 96 473	1283 1840 473 380 667 1124 96 473
3.6	1283 1840 473 380 863 1017 1283 1654 1110 1301 418	1283 1840 473 820 1301 418 1497 1819 385 1283 1654
4.2	1283 1840 473 380 863 1017 1283 1654 1110 1301 418	1283 473 2006 380 186 380 667 1124 96 473
3.2	1283 1840 473 380 1582 1124 96 473	1283 1840 473 380 863 1017 1283 1654 1110 1301 418
2.8	1283 1840 473 380 863 1017 1283 1654 1110 1301 418	1283 1840 820 1124 96 1497 999 428 1663 1283 473
4.1	1283 1840 473 380 863 1017 1283 1654 1110 1301 418	1283 1840 473 380 667 1124 96 473
5.0	1283 700 380 2043 1283 2102	1283 700 380 2043 1283 1978
4.6	1283 700 380 2043 1283 1978 893 419 1253	1283 700 380 2043 1283 2102
2.9	1283 700 380 2043 1283 1978 893 419 1253	1283 700 380 2230 2150 419 1978
4.4	1283 700 380 2043 1283 1978 893 419 1253	1283 700 380 2043 1283 1978
4.8	1642 980 1497 1651	1283 725 1070 461 380 1651
4.7	1642 461 1497 1651	1283 1825 461 1497 1651
4.6	785 700 380 1420	1283 700 380 1420
2.3	1283 700 380 1420	1283 700 380 796
1.7	1283 700 380 1420	1283 700 380 804
4.5	1283 700 380 1778 985 1283 1565	1283 700 380 985 1283 1565
3.1	1283 700 380 1949 1283 1565	1283 700 380 985 1283 1565
3.1	1283 700 380 999 357 139 1283 1810	1283 700 380 985 1283 1565
3.3	1096 380 989 41 985	1283 41 380 985
1.6	785 41 380 985	1283 700 380 985 1283 1565
1.6	1283 41 380 985	1283 700 380 985 1283 1565
4.8	1283 1179 380 1420 1580 385 1283 1922	1283 1179 380 1420 385 1283 1922
3.9	1283 1179 380 999 29 469 419 561	1283 1179 380 1420 385 1283 1922
5.0	419 1179 380 1420	419 1024 380 1420
3.8	419 1179 380 1420	419 1179 380 737 1420
3.4	1096 380 989 1179 1420 385 1283 1922	419 1179 380 1420
3.3	1283 1179 380 999 29 469 419 561	419 1179 380 1420
4.2	3 461 1497 531 1065 1283 1240	247 380 531 1065 1283 1240
4.0	461 1497 2043 820 1483 1283 1240	461 1497 1483 374 1283 1240 808 380 999 2114
3.8	1283 664 380 1658 480 1065 419 334	1096 380 989 664 1658 480 1065 419 334
5.0	1283 664 380 1658 1642 480	419 664 380 1658 1642 480
3.9	1308 380 987 1283 1890	247 380 987 1283 1890
4.6	419 1601 380 352 987 1283 394	419 1601 380 987 1283 394
4.1	419 1601 380 737 987 1283 394	419 1601 380 987 1283 394
4.6	1308 380 1918 1283 1890	419 1601 380 987 1283 394
4.1	1308 380 987 1283 1890	419 1601 380 987 1283 394
3.5	1096 380 989 186 749 1294 419 2044	1283 186 749 380 1294 419 2044
2.6	1096 380 989 186 749 1294 419 2044	1283 186 749 380 1294 1283 1587 2044 1065 1375
3.6	1283 186 749 380 1294 419 2044	1096 380 989 186 749 1294 1283 1587 2044 1065 1375
4.4	1283 186 749 380 1294 1283 1587 2044 1065 1375	1283 186 749 380 1294 419 2044
4.9	1283 700 380 1294 419 921	1283 700 380 1294 1283 921
4.6	1283 700 380 1294 419 921	1308 380 1294 419 921
1.7	419 700 380 1420	350 1843 1497 1819 723
2.8	419 700 380 1420	350 1843 1497 1420
4.0	1096 380 989 700 1294 1283 1638 1432	1283 700 380 1294 1283 1638 1432
4.3	1283 700 380 1294 1283 1638 1432	1283 1432 380 999 379 1663 419 700
3.5	1283 700 380 1294 1283 1638 1432	419 700 380 737 1294 1283 1432
4.1	1283 700 380 1294 1283 1432 2261 1070 1638	419 700 380 1294 1283 1432
3.7	1283 1601 380 1258 1918 2240 1110 1283 1054	1283 1601 380 1918 2240 1110 1283 1054
3.3	1283 1601 380 1918 2240 1110 1283 1054	1283 1601 380 1759 309 419 2240
4.2	1283 1601 380 1258 1918 2240 1110 1283 1054	1283 1601 380 1918 1642 2240
3.5	1283 1601 380 1918 1642 2240	1283 1601 380 1759 309 419 2240
4.8	1283 1601 380 1918 2240 1110 1283 1054	1283 1601 380 1918 1642 2240
4.8	1283 947 380 991 1017 1283 1922	1283 947 380 863 1017 1283 1922
4.4	1283 947 380 863 911 1283 1922	1283 947 380 863 1017 1283 1922
4.0	1283 947 380 863 1017 1110 989 373	1283 947 380 863 1017 872
3.4	1283 947 380 863 1017 872	1283 947 380 1180
3.8	1283 947 380 863 1017 1110 989 373	1283 947 380 863 1017 1283 1922
2.9	1283 947 380 1180	1283 947 380 863 1017 1283 1922
4.4	1283 947 380 863 1017 872	1283 947 380 991 1017 1283 1922
3.9	1283 947 380 863 1017 872	1283 947 380 863 1017 1283 1922
5.0	1283 1966 380 1710 419 256	419 1966 380 1710 419 256
3.2	1283 1966 380 1710 419 256	419 1966 380 737 1710 1283 2117 256
5.0	419 1024 380 1841 1873	419 1179 380 1841 1873
4.5	419 1179 380 1841 1873	1283 1179 380 1657 1918 1124 2187
4.9	1283 700 380 275 1283 1328 441 820 1420	1283 700 380 275 1283 441 2006 380 1328 820 380 1420
1.9	1283 700 380 275 1283 1328 441 820 1420	1283 700 380 890 820 1819 723
4.9	1283 700 1110 1283 1328 441 380 1420	419 700 1110 1283 1328 441 380 1420
3.9	1096 380 989 700 1110 1283 1328 441 1420	1283 700 1110 1283 1328 441 380 1420
5.0	419 700 1110 1283 1328 441 380 1420	1283 700 380 275 1283 1328 441 820 1420
3.6	1283 700 380 275 1283 1328 441 820 1420	1096 380 989 700 1110 1283 1328 441 1420
1.6	1283 700 380 890 820 1819 723	1283 700 1110 1283 1328 441 380 1420
4.7	1283 700 380 275 1283 1328 441 820 1420	1283 700 1110 1283 1328 441 380 1420
2.6	1237 1685 1497 2001	1237 1685 1497 1294 1283 1780 1631
3.0	1237 1685 1065 1283 1423 1497 914 1283 2289	1237 1685 1065 1283 1423 1497 1294 1780 335
3.9	1780 335 1070 1237 1294 1685 1497 1065 1283 1423	1237 1685 1065 1283 1423 1497 1294 1780 335
4.0	1237 1685 1065 1283 1423 1497 1294 335 1065 419 1169	1237 1685 1497 1294 1283 1780 1631
2.9	1780 335 1070 1237 1294 1685 1497 1065 1283 1423	1237 1685 1497 1294 1283 1780 1631
4.3	1237 1685 1065 1283 1423 1497 1294 1780 335	1237 1685 1497 1294 1283 1780 1631
3.0	419 700 380 987 2247	1283 1179 380 1918 1283 1114
2.5	419 700 380 987 2247	1096 380 989 1179 987 1283 1114
2.9	419 1024 380 2014 1124 1293 469 419 1072	419 1024 380 737 2014 1124 1293 469 419 1072
4.3	419 1024 380 1778 987 1690 419 157	419 1024 380 987 1690 419 157
4.1	419 1024 380 987 1690 419 157	419 1024 380 737 987 1690 419 157
3.4	419 1024 380 1658 75 1070 157	419 1024 380 987 1690 419 157
1.7	419 1024 380 2014 1124 1293 469 419 1072	419 1024 380 1658 75 1070 157
4.9	1642 1858 1497 985 497 1821 1283 1976	1858 1497 985 497 1821 1283 1976
4.8	1283 1825 1858 1497 985 1939 1070 419 1922	395 1858 1497 985 1939 1070 419 1922
3.7	1642 1858 1497 985 497 1821 1283 1976	395 1858 1497 985 1939 1070 419 1922
3.5	1858 1497 985 497 1821 1283 1976	395 1858 1497 985 1939 1070 419 1922
4.8	1283 700 380 2230 1669 1124 1380	1283 700 380 2230 1669 1283 662
4.7	1283 700 380 1647 2230 1669 1283 662 385 1283 2193	1283 700 380 2230 1669 1283 662 385 1283 2193
2.7	1283 700 380 2230 1283 2193 469 419 662	1283 700 380 2230 1669 1283 662
3.0	1283 700 380 2230 1669 1283 662 385 1283 2193	1283 700 380 2230 2150 419 662
4.9	1283 1601 380 1918 1283 1563 1669 1861	1283 1563 380 999 1611 1669 1861 1663 1283 1601
3.5	1283 1601 380 1918 1283 1563 1669 1861	785 1601 380 987 1283 2085 1070 408 1669 1861
3.5	1283 1601 380 1918 1283 1563 1669 1861	419 1601 380 737 987 1283 2085 1070 408 1669 1861
3.1	247 380 1918 1283 1563 1669 1861	419 1601 380 987 1283 2085 1070 408 1669 1861
3.1	419 1601 380 987 1283 2085 1070 408 1669 1861	1283 1601 380 1918 1283 1563 1669 1861
4.0	1096 380 989 700 1651 820 1294 419 921	419 700 380 1651 820 1294 419 921
4.3	419 700 380 1651 820 1294 419 921	1283 700 380 1294 1283 921
5.0	419 1601 380 844 304	1283 1601 380 844 304
3.8	1283 1601 380 844 304	1096 380 989 1601 844 304
3.3	1283 1179 380 2167 304	1283 1179 380 844 304 385 612
3.4	1283 1179 380 2167 304	1283 1601 380 844 304
4.6	1283 1179 380 844 304 385 612	419 1601 380 844 304
2.9	1096 380 989 1601 844 304	1283 1179 380 844 304 385 612
4.3	1283 1179 380 844 304 385 612	1283 1601 380 844 304
4.8	1283 813 2140 380 2082 1126 200 700 478 380 275 573 1874 1485	1283 813 2140 380 2082 1126 200 700 478 380 275 573 1485 469 1874
4.5	419 700 380 907 2178 1874 1110 1283 1225	419 700 380 2178 1874 1110 1283 1225
3.7	419 700 380 737 2178 1874 1110 1283 1225	419 700 380 2178 1874 1110 1283 1225
3.6	419 700 380 2082 1283 1874 1225	419 700 380 2178 1874 1110 1283 1225
2.8	419 700 380 907 2178 1874 1110 1283 1225	1283 813 2140 380 2082 1126 200 700 478 380 275 573 1874 1485
4.2	419 700 380 2082 1283 1874 1225	1283 813 2140 380 2082 1126 200 700 478 380 275 573 1874 1485
4.6	1283 1179 1065 1283 1466 380 1447 1065 1283 21 820 914 1283 2289	1283 1179 1065 1283 742 380 1447 1065 1283 21 820 914 1283 2289
1.7	1283 224 1179 380 1651 1283 114 820 1294 419 921	1283 1179 1065 1283 742 380 1819 820 757 1017
1.8	1283 1179 1065 1283 742 380 1447 1065 1283 21 820 914 1283 2289	1283 1179 478 380 224 380 1651 1283 114 820 1294 419 921
2.1	1283 1179 1065 1283 742 380 1447 1065 1283 21 820 914 1283 2289	1096 380 989 224 1179 1651 1283 114 820 1294 419 921
3.6	1283 700 380 1798 309 1124 165 921	1283 700 380 1294 1124 165 921
4.8	419 1179 380 1294 1283 921 2006 380 1430	419 1179 380 1294 1124 1430 921
